Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Weather_Condition,Weather_Condition
62.1,75.0,30.04,10.0,4,4
89.0,49.0,28.74,10.0,9,9
75.0,94.0,29.8,10.0,5,5
91.9,33.0,29.89,10.0,84,84
65.0,54.0,29.91,10.0,9,9
57.0,78.0,29.21,10.0,9,9
66.0,78.0,29.91,10.0,51,51
83.0,77.0,29.87,10.0,51,51
53.1,89.0,29.81,5.0,37,37
64.0,38.0,29.86,10.0,9,9
64.0,67.0,29.86,10.0,84,84
61.0,90.0,29.84,6.0,37,37
88.0,48.0,29.92,10.0,51,51
43.0,56.0,29.29,10.0,6,6
64.0,84.0,30.07,10.0,37,37
60.0,62.0,28.57,10.0,51,51
60.1,75.0,29.93,10.0,4,4
36.0,97.0,29.89,9.0,9,9
74.0,73.0,29.18,10.0,51,51
32.0,69.0,29.02,10.0,5,5
73.0,100.0,30.04,2.5,4,4
45.0,53.0,30.15,10.0,4,4
67.0,45.0,29.85,10.0,5,5
40.5,100.0,30.22,7.0,59,59
68.0,100.0,29.97,10.0,5,5
65.0,90.0,29.04,1.0,76,76
52.0,54.0,29.36,10.0,9,9
26.0,78.0,29.9,2.0,44,44
82.0,45.0,29.86,10.0,51,51
74.0,40.0,29.7,10.0,51,51
57.0,44.0,29.89,10.0,51,51
49.0,44.0,29.55,10.0,9,9
71.0,26.0,30.04,10.0,9,9
80.6,8.0,30.1,10.0,4,4
42.1,39.0,30.08,10.0,51,51
90.0,45.0,29.86,10.0,51,51
29.0,92.0,26.21,6.0,86,86
70.0,68.0,30.12,10.0,4,4
48.0,68.0,30.09,10.0,9,9
65.0,54.0,29.95,10.0,5,5
94.0,23.0,28.59,10.0,9,9
52.0,60.0,29.48,10.0,5,5
52.7,94.0,30.1,10.0,59,59
39.0,49.0,29.72,10.0,9,9
70.0,97.0,29.97,9.0,9,9
54.0,93.0,29.87,7.0,9,9
42.0,37.0,27.65,10.0,56,56
50.0,87.0,24.34,10.0,56,56
86.0,55.0,29.65,10.0,9,9
10.0,61.0,30.4,10.0,4,4
53.0,66.0,29.9,10.0,9,9
64.0,67.0,29.86,10.0,84,84
62.0,56.0,30.1,10.0,51,51
71.1,90.0,29.8,5.0,54,54
75.0,33.0,29.69,10.0,9,9
61.0,78.0,30.2,10.0,4,4
52.0,71.0,29.94,10.0,9,9
68.0,90.0,29.45,4.0,9,9
71.6,60.0,29.9,8.0,4,4
66.0,70.0,29.98,10.0,4,4
51.1,77.0,30.07,10.0,4,4
31.0,89.0,28.7,3.0,86,86
60.0,80.0,29.9,10.0,51,51
81.0,33.0,29.97,10.0,51,51
52.0,41.0,29.63,10.0,9,9
43.0,93.0,29.19,1.0,11,11
72.0,60.0,29.02,10.0,9,9
39.0,73.0,30.12,10.0,54,54
75.9,87.0,29.7,10.0,51,51
47.0,63.0,30.14,10.0,5,5
54.0,83.0,30.13,2.5,17,17
78.0,39.0,29.76,10.0,9,9
75.2,73.0,29.87,10.0,54,54
64.4,83.0,30.12,7.0,54,54
37.0,100.0,29.89,10.0,9,9
64.0,45.0,29.93,10.0,9,9
88.0,43.0,30.05,10.0,51,51
79.0,18.0,29.88,10.0,9,9
77.0,40.0,29.12,10.0,9,9
78.0,100.0,29.96,10.0,78,78
45.0,74.0,30.49,10.0,64,64
85.0,67.0,29.96,10.0,56,56
32.0,69.0,30.14,10.0,9,9
85.0,38.0,29.89,10.0,9,9
65.0,99.0,29.58,10.0,5,5
46.0,66.0,30.27,10.0,9,9
41.0,43.0,30.04,10.0,4,4
26.1,32.0,30.57,10.0,56,56
57.0,34.0,29.31,10.0,5,5
43.0,89.0,29.57,10.0,5,5
50.0,54.0,29.34,10.0,9,9
68.0,27.0,29.33,10.0,9,9
76.0,87.0,29.97,8.0,9,9
30.0,75.0,30.06,10.0,9,9
64.0,67.0,29.86,10.0,84,84
52.0,53.0,29.69,10.0,9,9
15.0,77.0,29.38,1.0,44,44
80.1,81.0,29.99,10.0,4,4
69.0,30.0,28.48,10.0,9,9
92.0,30.0,29.28,10.0,9,9
52.0,77.0,30.06,9.0,9,9
32.0,64.0,29.22,10.0,9,9
75.9,82.0,30.08,10.0,82,82
37.9,89.0,29.76,10.0,4,4
92.0,55.0,30.01,10.0,51,51
78.0,64.0,30.11,10.0,9,9
68.0,20.0,28.67,10.0,56,56
47.0,74.0,29.95,5.0,9,9
59.0,90.0,30.02,10.0,5,5
64.0,92.0,29.1,10.0,51,51
78.8,100.0,30.1,10.0,84,84
14.0,64.0,29.38,8.0,5,5
68.0,35.0,28.44,10.0,9,9
39.0,55.0,30.28,10.0,9,9
61.0,42.0,30.12,10.0,4,4
28.0,81.0,28.77,9.0,44,44
77.0,21.0,29.55,10.0,9,9
15.0,84.0,29.36,0.5,71,71
63.0,94.0,30.13,7.0,9,9
32.0,88.0,25.55,10.0,9,9
64.0,67.0,26.95,10.0,9,9
68.0,81.0,30.05,10.0,51,51
37.4,87.0,29.5,10.0,54,54
69.0,87.0,29.93,10.0,51,51
93.2,5.0,29.62,10.0,4,4
66.0,81.0,29.54,10.0,5,5
70.0,63.0,29.81,10.0,4,4
82.9,67.0,29.91,10.0,4,4
61.0,27.0,25.87,10.0,9,9
30.0,40.0,30.12,10.0,10,10
82.9,79.0,29.96,10.0,4,4
24.0,81.0,28.91,9.0,51,51
90.0,43.0,29.14,10.0,9,9
66.0,75.0,29.83,10.0,51,51
84.0,58.0,29.43,10.0,51,51
79.0,47.0,29.68,8.0,9,9
69.0,84.0,30.16,10.0,9,9
87.1,55.0,29.96,10.0,64,64
44.6,61.0,30.01,10.0,4,4
82.0,51.0,29.66,15.0,56,56
84.9,74.0,29.95,10.0,64,64
54.0,100.0,30.04,2.0,37,37
73.0,87.0,29.78,10.0,5,5
76.0,48.0,29.15,10.0,5,5
30.0,100.0,27.15,2.0,44,44
42.1,92.0,29.92,1.5,37,37
84.0,49.0,30.01,10.0,56,56
37.0,59.0,30.0,9.0,4,4
72.0,97.0,30.03,2.0,20,20
78.8,39.0,29.78,10.0,4,4
74.0,91.0,29.4,1.0,24,24
51.0,89.0,29.33,9.0,37,37
72.0,84.0,30.09,10.0,56,56
75.0,90.0,29.97,10.0,9,9
72.0,91.0,30.03,8.0,54,54
75.0,71.0,29.28,10.0,56,56
62.1,44.0,29.99,10.0,4,4
56.0,97.0,29.24,5.0,5,5
69.0,32.0,29.94,10.0,9,9
60.1,41.0,30.05,10.0,64,64
55.9,97.0,29.73,1.8,54,54
43.0,61.0,29.31,10.0,9,9
46.0,83.0,29.93,10.0,37,37
72.0,74.0,29.52,10.0,51,51
28.0,69.0,30.09,10.0,9,9
32.0,87.0,28.6,1.0,44,44
10.9,67.0,30.2,10.0,56,56
64.0,67.0,29.86,10.0,84,84
62.0,67.0,29.88,10.0,5,5
57.0,33.0,29.76,10.0,9,9
51.8,100.0,29.99,0.8,54,54
82.0,71.0,30.08,10.0,51,51
34.0,73.0,30.0,10.0,9,9
15.0,61.0,29.77,9.0,44,44
56.0,49.0,29.17,10.0,9,9
73.0,90.0,30.07,10.0,51,51
78.0,54.0,30.02,10.0,9,9
64.0,67.0,29.86,10.0,84,84
59.0,64.0,29.87,10.0,9,9
52.0,69.0,30.14,10.0,4,4
50.0,76.0,29.13,10.0,5,5
77.0,32.0,29.91,10.0,4,4
34.0,81.0,25.09,10.0,5,5
32.0,87.0,29.6,10.0,9,9
41.0,36.0,30.32,10.0,5,5
41.0,45.0,29.03,10.0,56,56
75.0,46.0,29.04,10.0,9,9
53.0,89.0,28.87,1.0,59,59
52.0,100.0,30.08,2.0,11,11
50.0,80.0,30.2,10.0,51,51
43.0,89.0,29.42,2.0,59,59
64.0,67.0,29.86,10.0,84,84
64.9,82.0,30.15,10.0,4,4
55.9,100.0,29.92,4.0,37,37
72.0,64.0,29.82,10.0,51,51
32.0,75.0,28.85,10.0,84,84
77.0,16.0,25.64,10.0,9,9
64.0,21.0,27.28,10.0,9,9
70.0,73.0,30.05,10.0,4,4
55.0,37.0,29.57,10.0,9,9
79.0,43.0,29.72,10.0,9,9
53.0,89.0,29.61,3.0,59,59
56.0,77.0,29.78,10.0,56,56
78.0,100.0,30.1,9.0,9,9
60.0,93.0,29.44,9.0,9,9
62.1,34.0,30.13,10.0,54,54
87.0,49.0,29.37,10.0,56,56
81.0,39.0,29.75,10.0,4,4
55.0,67.0,30.03,8.0,51,51
32.0,79.0,24.62,10.0,10,10
73.0,76.0,30.05,10.0,51,51
78.1,31.0,29.92,10.0,4,4
99.0,32.0,29.77,10.0,56,56
39.9,89.0,29.68,10.0,37,37
59.0,53.0,29.36,10.0,9,9
25.0,78.0,29.01,10.0,56,56
48.0,77.0,30.03,10.0,5,5
39.0,86.0,29.96,10.0,9,9
61.0,72.0,27.8,10.0,9,9
25.0,63.0,30.13,10.0,51,51
67.0,42.0,30.21,10.0,56,56
80.1,54.0,29.88,10.0,56,56
22.0,52.0,30.18,10.0,9,9
44.0,79.0,28.83,9.0,37,37
72.0,100.0,29.85,2.0,11,11
72.0,97.0,30.07,9.0,54,54
57.0,83.0,29.87,7.0,9,9
59.0,63.0,29.31,10.0,9,9
88.0,16.0,28.73,6.0,17,17
23.0,63.0,25.95,10.0,9,9
41.0,100.0,29.65,3.0,5,5
86.0,72.0,30.08,10.0,4,4
74.0,79.0,29.98,10.0,51,51
81.0,79.0,30.02,10.0,51,51
62.6,100.0,30.22,10.0,54,54
58.0,46.0,25.98,10.0,51,51
57.0,89.0,30.15,10.0,9,9
69.0,31.0,30.0,10.0,9,9
79.0,61.0,29.01,10.0,51,51
34.3,36.0,30.31,10.0,56,56
75.0,84.0,30.01,10.0,64,64
77.0,50.0,29.41,10.0,9,9
32.0,85.0,30.04,4.0,86,86
68.0,56.0,29.91,10.0,9,9
77.0,79.0,30.08,10.0,5,5
51.8,100.0,30.06,10.0,56,56
62.1,78.0,30.22,10.0,56,56
45.0,93.0,30.01,10.0,37,37
93.0,52.0,29.96,10.0,9,9
63.0,84.0,29.95,10.0,5,5
58.0,62.0,28.38,10.0,81,81
59.0,90.0,29.31,10.0,54,54
54.0,62.0,29.25,10.0,51,51
87.0,40.0,29.77,10.0,9,9
61.0,87.0,29.97,10.0,9,9
73.0,90.0,29.93,10.0,51,51
53.0,74.0,29.9,10.0,9,9
59.0,96.0,29.86,10.0,5,5
33.1,48.0,30.56,10.0,54,54
63.0,45.0,28.68,10.0,56,56
64.0,67.0,29.86,10.0,84,84
50.0,54.0,30.43,10.0,4,4
55.0,43.0,28.32,10.0,9,9
75.0,60.0,29.99,10.0,51,51
62.1,84.0,29.77,9.0,4,4
34.0,93.0,29.35,1.0,71,71
48.0,46.0,29.94,10.0,9,9
76.0,69.0,30.05,10.0,51,51
91.0,24.0,29.25,10.0,9,9
65.0,84.0,29.63,10.0,5,5
48.9,32.0,30.33,4.0,17,17
76.0,27.0,29.74,7.0,56,56
60.0,55.0,28.81,10.0,9,9
64.0,67.0,29.86,10.0,84,84
40.0,43.0,29.18,10.0,9,9
27.0,93.0,28.79,3.0,5,5
33.1,64.0,30.04,10.0,54,54
97.0,37.0,29.4,10.0,9,9
60.1,93.0,30.25,3.0,4,4
43.0,93.0,29.02,10.0,9,9
63.0,52.0,30.0,10.0,9,9
14.0,49.0,29.48,10.0,5,5
45.0,97.0,29.56,0.5,37,37
76.0,67.0,30.0,10.0,51,51
57.0,94.0,29.87,4.0,51,51
82.4,23.0,30.08,10.0,4,4
72.0,87.0,29.37,10.0,9,9
81.0,56.0,29.86,10.0,51,51
84.0,66.0,29.96,10.0,51,51
44.0,73.0,30.02,10.0,5,5
78.0,45.0,30.09,10.0,51,51
27.0,86.0,30.23,10.0,9,9
75.0,53.0,29.01,10.0,5,5
87.0,40.0,29.9,10.0,9,9
53.0,88.0,30.05,10.0,9,9
68.0,68.0,29.91,10.0,9,9
20.0,60.0,29.3,10.0,51,51
70.0,84.0,29.54,10.0,5,5
57.0,45.0,29.13,10.0,9,9
44.6,53.0,30.09,10.0,4,4
76.0,50.0,29.3,10.0,5,5
55.0,67.0,29.98,10.0,9,9
55.0,34.0,29.11,10.0,56,56
60.1,44.0,30.15,10.0,4,4
84.0,49.0,29.59,10.0,9,9
50.0,44.0,30.14,10.0,9,9
17.1,74.0,30.08,4.0,44,44
64.0,67.0,27.05,10.0,9,9
48.0,76.0,30.23,10.0,9,9
48.0,30.0,27.3,9.0,9,9
64.0,67.0,29.86,10.0,84,84
77.0,94.0,29.97,10.0,9,9
55.9,39.0,30.2,10.0,56,56
63.0,65.0,30.01,10.0,9,9
63.0,55.0,29.06,10.0,51,51
30.0,69.0,28.59,10.0,9,9
68.0,70.0,29.87,8.0,4,4
85.0,29.0,29.54,10.0,56,56
25.0,75.0,30.33,10.0,4,4
80.0,34.0,29.81,10.0,51,51
70.0,18.0,30.22,10.0,9,9
70.0,23.0,26.13,9.0,9,9
57.0,100.0,30.05,0.2,11,11
84.9,46.0,29.86,10.0,4,4
61.0,77.0,29.51,10.0,5,5
57.0,81.0,30.08,10.0,56,56
66.0,21.0,29.98,10.0,9,9
86.0,43.0,29.4,10.0,56,56
79.0,82.0,30.04,10.0,4,4
82.9,63.0,29.97,10.0,56,56
75.0,36.0,29.6,10.0,56,56
73.9,91.0,29.95,10.0,59,59
68.0,100.0,29.99,10.0,54,54
70.0,63.0,29.85,10.0,56,56
26.0,81.0,26.6,1.0,44,44
70.0,53.0,30.25,10.0,9,9
70.0,68.0,29.92,10.0,51,51
48.0,66.0,28.93,10.0,51,51
32.0,88.0,29.57,2.0,44,44
54.1,46.0,30.33,10.0,4,4
31.0,79.0,29.28,7.0,5,5
50.0,28.0,24.31,60.0,51,51
93.0,59.0,29.63,10.0,9,9
57.0,63.0,29.62,10.0,9,9
48.0,74.0,30.1,10.0,9,9
82.0,39.0,29.42,10.0,9,9
75.0,36.0,28.97,10.0,57,57
69.1,84.0,30.01,10.0,64,64
24.1,69.0,30.14,10.0,4,4
73.9,93.0,29.79,7.0,37,37
57.0,10.0,29.12,10.0,56,56
65.0,73.0,29.48,10.0,51,51
29.0,84.0,29.28,10.0,44,44
29.0,92.0,29.37,1.0,44,44
43.0,40.0,30.42,10.0,56,56
21.0,92.0,29.87,1.8,54,54
82.9,69.0,29.95,10.0,51,51
41.0,100.0,29.75,2.0,54,54
35.0,34.0,30.34,10.0,9,9
42.0,92.0,29.01,10.0,37,37
59.0,16.0,30.29,10.0,10,10
45.0,86.0,29.99,10.0,5,5
66.0,26.0,28.35,9.0,9,9
87.0,61.0,29.62,10.0,51,51
64.0,67.0,29.86,10.0,84,84
91.0,52.0,30.04,10.0,56,56
54.0,75.0,29.65,10.0,51,51
50.0,71.0,29.82,10.0,51,51
36.0,64.0,29.7,10.0,54,54
52.0,63.0,30.23,10.0,56,56
39.9,97.0,29.5,3.0,37,37
64.0,52.0,28.81,10.0,9,9
76.0,18.0,29.59,10.0,51,51
64.0,31.0,30.08,10.0,4,4
70.0,28.0,30.1,10.0,9,9
73.0,93.0,29.96,9.0,9,9
81.0,69.0,30.14,10.0,56,56
15.0,80.0,28.6,1.0,44,44
84.0,62.0,28.8,10.0,56,56
70.0,78.0,29.09,10.0,5,5
36.0,70.0,24.28,10.0,9,9
60.0,97.0,29.32,10.0,9,9
80.0,74.0,29.94,10.0,5,5
72.0,83.0,29.78,10.0,5,5
47.0,93.0,29.18,4.0,59,59
81.0,38.0,29.63,10.0,5,5
48.2,40.0,30.05,10.0,4,4
13.0,49.0,28.92,10.0,9,9
57.0,62.0,30.11,10.0,9,9
46.9,61.0,30.09,10.0,4,4
57.0,87.0,29.56,10.0,37,37
60.0,69.0,30.14,10.0,9,9
43.0,86.0,29.92,10.0,5,5
68.0,60.0,30.13,5.0,17,17
57.0,87.0,30.02,4.0,54,54
82.0,40.0,29.69,10.0,56,56
30.0,88.0,29.23,10.0,9,9
79.0,44.0,29.75,10.0,51,51
43.0,53.0,29.8,10.0,9,9
60.0,80.0,29.87,10.0,9,9
48.2,25.0,30.24,10.0,4,4
82.4,30.0,29.96,10.0,4,4
46.0,63.0,29.02,10.0,5,5
63.0,52.0,29.78,10.0,5,5
95.0,44.0,29.96,10.0,56,56
75.0,90.0,29.79,8.0,37,37
34.0,61.0,29.98,10.0,5,5
68.0,87.0,29.55,10.0,37,37
62.1,90.0,29.88,2.5,59,59
84.0,10.0,28.67,7.0,9,9
64.0,67.0,29.86,10.0,84,84
53.0,93.0,29.72,1.0,11,11
67.0,59.0,29.27,10.0,5,5
87.0,67.0,30.13,10.0,51,51
36.0,89.0,29.42,3.0,5,5
53.1,31.0,30.2,10.0,4,4
80.1,81.0,29.99,10.0,4,4
49.0,97.0,29.1,2.0,29,29
86.0,59.0,29.89,10.0,56,56
82.9,44.0,29.88,10.0,4,4
71.6,50.0,30.01,10.0,64,64
36.0,64.0,29.83,10.0,51,51
48.0,50.0,29.11,10.0,5,5
74.0,91.0,29.83,10.0,5,5
55.0,38.0,30.05,10.0,9,9
47.0,56.0,29.87,10.0,9,9
59.0,93.0,29.99,4.0,29,29
87.0,20.0,24.73,10.0,5,5
86.0,19.0,27.2,10.0,9,9
43.0,68.0,24.27,7.0,5,5
54.0,77.0,29.66,10.0,9,9
60.0,83.0,30.09,7.0,9,9
14.0,71.0,30.3,10.0,4,4
84.0,30.0,28.9,10.0,9,9
75.0,69.0,29.37,10.0,9,9
51.1,56.0,30.02,10.0,51,51
66.0,24.0,27.11,10.0,10,10
67.0,71.0,29.43,10.0,51,51
90.0,52.0,30.02,10.0,9,9
30.0,85.0,23.72,0.5,71,71
81.0,65.0,29.96,10.0,4,4
95.0,20.0,29.72,10.0,4,4
66.0,60.0,29.98,10.0,9,9
61.0,90.0,29.87,10.0,51,51
73.9,41.0,29.96,10.0,51,51
54.0,75.0,29.9,10.0,64,64
50.0,76.0,28.71,3.0,59,59
70.0,61.0,29.96,10.0,51,51
40.0,55.0,29.56,10.0,9,9
37.0,89.0,29.63,7.0,9,9
82.0,25.0,28.81,10.0,9,9
80.0,79.0,29.86,10.0,5,5
80.1,62.0,29.78,10.0,56,56
83.0,69.0,30.0,10.0,9,9
46.4,93.0,29.73,3.0,54,54
28.9,58.0,30.12,10.0,4,4
51.8,50.0,30.2,10.0,4,4
31.0,96.0,29.52,0.75,44,44
32.0,93.0,29.86,3.0,5,5
35.0,78.0,30.02,10.0,9,9
50.0,87.0,28.71,6.0,17,17
50.0,58.0,29.93,10.0,5,5
48.0,39.0,29.23,10.0,9,9
49.0,93.0,29.79,8.0,5,5
26.1,58.0,30.58,10.0,4,4
26.1,58.0,30.35,10.0,54,54
68.0,50.0,26.74,10.0,9,9
45.0,60.0,29.39,10.0,9,9
88.0,70.0,30.0,10.0,51,51
55.0,89.0,29.1,10.0,9,9
62.1,20.0,29.99,10.0,4,4
49.0,80.0,29.1,10.0,5,5
68.0,93.0,30.1,10.0,37,37
82.0,45.0,29.81,10.0,64,64
60.1,53.0,30.21,10.0,56,56
35.0,100.0,30.32,3.0,9,9
55.0,53.0,29.41,10.0,9,9
79.0,69.0,30.0,10.0,9,9
64.0,100.0,29.14,10.0,37,37
69.0,57.0,29.51,10.0,9,9
67.0,76.0,29.05,10.0,5,5
47.0,61.0,29.45,10.0,56,56
73.0,84.0,29.16,10.0,5,5
43.0,100.0,29.99,0.2,11,11
93.0,36.0,28.57,7.0,9,9
56.0,67.0,29.68,10.0,5,5
39.0,52.0,30.09,10.0,9,9
84.0,69.0,29.89,10.0,51,51
37.0,87.0,26.13,6.0,37,37
66.9,90.0,30.11,9.0,37,37
88.0,72.0,30.13,10.0,51,51
63.0,67.0,30.12,10.0,4,4
64.0,67.0,29.86,10.0,84,84
63.0,67.0,29.76,10.0,9,9
70.0,49.0,29.99,10.0,9,9
61.0,90.0,29.14,2.0,37,37
42.0,70.0,29.9,10.0,9,9
66.0,78.0,29.08,10.0,51,51
76.0,62.0,28.9,10.0,56,56
27.0,78.0,29.11,8.0,5,5
66.0,48.0,29.93,10.0,54,54
75.0,67.0,27.15,10.0,9,9
57.0,69.0,29.97,10.0,54,54
45.0,40.0,30.06,10.0,4,4
45.0,68.0,30.0,10.0,9,9
10.0,56.0,29.94,10.0,4,4
50.0,74.0,29.16,10.0,51,51
65.0,34.0,29.67,6.0,17,17
46.9,93.0,29.63,8.0,37,37
60.8,72.0,30.19,10.0,64,64
35.6,93.0,29.63,2.0,37,37
73.0,37.0,30.01,10.0,4,4
60.8,100.0,30.13,10.0,29,29
41.0,93.0,27.4,10.0,5,5
85.0,74.0,29.37,10.0,9,9
54.0,43.0,29.79,10.0,51,51
36.0,82.0,29.37,10.0,9,9
66.0,52.0,24.57,10.0,9,9
71.0,78.0,29.86,10.0,9,9
77.0,74.0,29.87,10.0,51,51
50.0,82.0,30.08,10.0,9,9
41.0,87.0,28.73,7.0,5,5
54.0,86.0,29.85,10.0,37,37
68.0,90.0,30.12,10.0,5,5
46.0,47.0,30.07,10.0,51,51
66.0,68.0,29.47,10.0,5,5
54.0,93.0,30.15,10.0,9,9
51.0,96.0,30.05,2.0,20,20
54.0,66.0,30.17,10.0,51,51
23.0,96.0,29.37,2.0,44,44
60.8,88.0,29.98,10.0,4,4
71.0,30.0,29.47,10.0,9,9
78.0,68.0,29.04,0.75,37,37
26.0,66.0,30.33,10.0,51,51
44.6,76.0,29.97,10.0,64,64
46.0,96.0,30.0,9.0,37,37
96.0,40.0,29.83,10.0,56,56
66.0,78.0,29.95,10.0,9,9
81.0,49.0,25.25,10.0,5,5
87.0,53.0,29.74,9.0,9,9
64.0,68.0,24.14,10.0,56,56
75.0,36.0,28.72,10.0,9,9
61.0,62.0,29.9,10.0,9,9
89.6,55.0,29.94,10.0,56,56
66.2,78.0,29.73,10.0,54,54
44.0,68.0,29.16,10.0,5,5
88.0,6.0,25.0,10.0,9,9
37.0,100.0,27.5,0.0,11,11
43.0,86.0,28.71,7.0,29,29
77.0,96.0,29.94,6.0,51,51
88.0,66.0,29.99,10.0,81,81
34.0,92.0,29.25,1.0,11,11
24.0,96.0,29.84,10.0,9,9
21.0,85.0,30.22,10.0,56,56
19.9,74.0,29.9,2.5,44,44
63.0,78.0,29.74,10.0,5,5
45.0,90.0,30.15,2.0,37,37
39.0,79.0,29.89,10.0,5,5
39.9,41.0,29.91,10.0,54,54
104.0,16.0,28.93,10.0,9,9
65.0,90.0,29.83,8.0,37,37
71.6,41.0,30.09,10.0,4,4
55.4,77.0,29.92,10.0,64,64
64.0,67.0,30.23,10.0,54,54
51.8,100.0,29.88,7.0,54,54
61.0,94.0,29.05,10.0,9,9
44.1,60.0,30.33,10.0,56,56
28.0,36.0,30.51,10.0,4,4
69.0,90.0,29.11,5.0,5,5
84.0,72.0,30.06,10.0,51,51
100.0,9.0,27.53,10.0,9,9
64.0,67.0,29.97,10.0,9,9
64.0,32.0,27.96,10.0,9,9
51.0,20.0,29.87,10.0,10,10
48.0,83.0,27.25,10.0,37,37
107.0,24.0,29.03,10.0,9,9
78.8,89.0,30.03,7.0,4,4
62.1,60.0,29.82,10.0,64,64
59.0,75.0,30.06,10.0,54,54
33.1,89.0,29.71,0.2,71,71
69.0,17.0,28.8,10.0,51,51
64.0,67.0,29.84,10.0,84,84
70.0,73.0,29.78,10.0,5,5
54.0,15.0,26.6,10.0,10,10
67.0,93.0,29.1,10.0,37,37
94.0,24.0,29.77,10.0,9,9
64.4,37.0,30.2,10.0,4,4
57.0,79.0,29.87,10.0,9,9
71.1,27.0,30.04,10.0,4,4
66.0,80.0,28.92,10.0,56,56
70.0,65.0,29.39,10.0,9,9
82.0,52.0,29.2,10.0,9,9
79.0,66.0,28.87,10.0,9,9
81.0,82.0,29.83,10.0,9,9
90.0,45.0,28.8,10.0,56,56
84.9,72.0,29.9,10.0,51,51
77.0,48.0,30.04,10.0,9,9
56.0,84.0,29.73,7.0,5,5
48.0,82.0,30.35,10.0,56,56
77.0,82.0,29.88,10.0,9,9
26.0,92.0,29.64,7.0,5,5
48.0,77.0,29.83,10.0,9,9
75.9,76.0,29.92,10.0,51,51
41.0,53.0,30.29,10.0,4,4
85.0,48.0,29.25,10.0,9,9
67.0,57.0,29.94,10.0,9,9
75.0,41.0,29.65,10.0,9,9
64.0,67.0,30.04,10.0,9,9
74.0,92.0,29.0,10.0,9,9
68.0,67.0,29.94,6.0,17,17
56.0,74.0,29.39,10.0,5,5
64.4,98.0,29.73,2.5,37,37
53.0,34.0,28.76,10.0,9,9
60.1,67.0,30.16,10.0,4,4
68.0,52.0,29.99,10.0,4,4
59.0,94.0,29.28,7.0,9,9
77.0,54.0,30.12,10.0,51,51
37.0,82.0,29.82,10.0,5,5
64.0,67.0,29.86,10.0,84,84
83.0,58.0,29.99,10.0,51,51
68.0,40.0,30.13,10.0,4,4
84.0,56.0,30.25,10.0,4,4
67.0,51.0,29.85,10.0,9,9
57.0,53.0,30.14,10.0,5,5
71.0,70.0,29.61,10.0,9,9
71.0,81.0,29.45,5.0,59,59
70.0,84.0,29.96,10.0,51,51
63.0,31.0,29.7,10.0,4,4
82.0,56.0,29.16,5.0,9,9
69.1,75.0,30.14,10.0,54,54
30.0,82.0,29.62,10.0,5,5
55.9,53.0,29.92,10.0,4,4
55.9,77.0,30.04,10.0,4,4
65.0,84.0,29.93,10.0,56,56
70.0,94.0,29.69,10.0,9,9
60.8,68.0,30.09,10.0,4,4
79.0,36.0,29.18,10.0,9,9
64.0,29.0,29.05,10.0,51,51
27.0,69.0,29.13,10.0,5,5
55.0,89.0,29.83,2.0,54,54
86.0,45.0,29.03,10.0,9,9
76.0,29.0,29.84,10.0,9,9
86.0,55.0,29.17,10.0,51,51
69.1,40.0,29.9,10.0,51,51
87.0,67.0,29.99,10.0,9,9
27.0,41.0,29.86,10.0,9,9
74.0,64.0,29.7,10.0,9,9
48.0,63.0,30.07,10.0,9,9
84.0,69.0,29.21,8.0,51,51
93.0,19.0,29.38,10.0,9,9
49.0,83.0,29.73,10.0,56,56
57.0,67.0,30.14,10.0,54,54
77.0,88.0,29.92,9.0,76,76
79.0,39.0,29.44,9.0,9,9
64.0,88.0,29.32,10.0,5,5
39.0,86.0,29.61,10.0,9,9
54.0,77.0,30.06,10.0,9,9
78.0,66.0,30.09,10.0,52,52
36.0,97.0,29.79,5.0,5,5
64.0,63.0,30.28,10.0,4,4
98.1,21.0,29.79,10.0,4,4
66.0,68.0,29.75,10.0,9,9
80.0,42.0,29.92,10.0,9,9
62.1,90.0,29.94,10.0,37,37
55.0,23.0,26.09,10.0,9,9
66.0,88.0,29.61,5.0,24,24
61.0,27.0,24.26,10.0,9,9
43.0,68.0,29.7,10.0,54,54
51.0,50.0,29.29,10.0,9,9
56.0,49.0,29.5,10.0,56,56
83.0,53.0,30.11,10.0,9,9
30.0,43.0,30.69,10.0,4,4
75.2,78.0,30.02,10.0,4,4
45.0,93.0,29.01,7.0,5,5
45.0,93.0,29.88,0.88,11,11
80.1,71.0,29.96,10.0,4,4
79.0,67.0,29.96,6.0,56,56
86.0,29.0,29.56,10.0,64,64
33.0,98.0,29.13,1.0,59,59
77.0,82.0,29.63,4.0,17,17
21.9,68.0,30.19,10.0,56,56
76.0,69.0,29.04,10.0,56,56
52.0,33.0,29.43,10.0,9,9
81.0,77.0,30.12,10.0,9,9
53.6,94.0,29.94,5.0,54,54
51.1,33.0,30.2,10.0,4,4
49.0,83.0,28.56,10.0,9,9
84.0,43.0,29.75,10.0,9,9
37.0,65.0,30.16,10.0,56,56
69.1,36.0,30.13,7.0,4,4
84.0,53.0,30.07,10.0,51,51
53.0,59.0,29.88,10.0,9,9
32.0,96.0,29.87,1.0,44,44
90.0,63.0,29.92,10.0,56,56
24.0,88.0,27.62,0.75,44,44
49.0,80.0,27.13,3.0,37,37
3.0,76.0,29.61,10.0,9,9
